existing_artifact_path,model_or_configuration,artifact_kind,sha256,sequence_construction_code_version,pre_or_post_context_fix,training_seed_or_configuration,feeds_final_table_figure_or_combination,legacy_archive_path
outputs/metrics/lstm_tuned/history_hybrid_logtarget_small.csv,Hybrid-LogTarget-Small,metric_or_table,c47579a8ea2696e695c7f9ea5e78f42173b3ddf0e50b078bc6ab9849f350a638,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/history_hybrid_logtarget_small.csv
outputs/metrics/lstm_tuned/history_hybrid_qlike.csv,Hybrid-QLIKE,metric_or_table,f4beff3ce2bfce09324c1cf77b2eb13504b1ad0989780d62b26dd8d71d24b7af,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/history_hybrid_qlike.csv
outputs/metrics/lstm_tuned/history_lstm_logtarget.csv,LSTM-LogTarget,metric_or_table,32c1fe1704774c68afc2b130598cfad1a9878ce6fdcbd2be2c5147829621e3c3,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/history_lstm_logtarget.csv
outputs/metrics/lstm_tuned/history_lstm_logtarget_small.csv,LSTM-LogTarget-Small,metric_or_table,127c209b0d3f6aa2a41300facb7e3fdbec9b3f21c3d3655475bbe5ca55ca82c2,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/history_lstm_logtarget_small.csv
outputs/metrics/lstm_tuned/history_lstm_qlike.csv,LSTM-QLIKE,metric_or_table,75c6b879ace4ae85a0512320f7787458cbdca3320537e5ed51dcaa25256745c8,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/history_lstm_qlike.csv
outputs/metrics/lstm_tuned/lstm_tuned_failed_variants.csv,neural_derived,metric_or_table,c5db531cd919c3845dd2ec82d84dc355bdb8ff15b7a93cbcf9ad487970eaacd5,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/lstm_tuned_failed_variants.csv
outputs/metrics/lstm_tuned/lstm_tuned_metrics.csv,neural_derived,metric_or_table,44d7abefc6d454a663b304cc11845a0ed8a668df40d99fde688ef2d19065813d,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/lstm_tuned_metrics.csv
outputs/metrics/lstm_tuned/lstm_tuned_metrics_test_only.csv,neural_derived,metric_or_table,dc6a219c8b5a7730a643985cbd649da2af08d43c89ef70779279dd89c502b1a7,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/lstm_tuned_metrics_test_only.csv
outputs/metrics/lstm_tuned/lstm_tuned_selection_summary.csv,neural_derived,metric_or_table,dc393ad970b38edb0a47ef0ced712efd0bd37a87dd375e2073385f1ef48c471b,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/lstm_tuned_selection_summary.csv
outputs/models/lstm_base.keras,LSTM,model,76a22d7b7e828d7124872d82e4dacf25574250b46ff5a786344511eacb6752b9,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/lstm_base.keras
outputs/models/lstm_hybrid.keras,ARIMA-GARCH-LSTM,model,39f6f3809bda3c369d2d6a296b49652779bc8a310384dfce22140e861d3894cd,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/lstm_hybrid.keras
outputs/models/lstm_tuned/features_hybrid_logtarget.txt,Hybrid-LogTarget,model,abb06c447244c68d327a81630aaabb0c79f11be41e0d8d843e948258531fe037,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/features_hybrid_logtarget.txt
outputs/models/lstm_tuned/features_hybrid_logtarget_small.txt,Hybrid-LogTarget-Small,model,abb06c447244c68d327a81630aaabb0c79f11be41e0d8d843e948258531fe037,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/features_hybrid_logtarget_small.txt
outputs/models/lstm_tuned/features_hybrid_qlike.txt,Hybrid-QLIKE,model,abb06c447244c68d327a81630aaabb0c79f11be41e0d8d843e948258531fe037,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/features_hybrid_qlike.txt
outputs/models/lstm_tuned/features_lstm_logtarget.txt,LSTM-LogTarget,model,39154c5bfb2210721c28e7716c7acc5f990847c39db88264499a66f31ee1f59b,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/features_lstm_logtarget.txt
outputs/models/lstm_tuned/features_lstm_logtarget_small.txt,LSTM-LogTarget-Small,model,39154c5bfb2210721c28e7716c7acc5f990847c39db88264499a66f31ee1f59b,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/features_lstm_logtarget_small.txt
outputs/models/lstm_tuned/features_lstm_qlike.txt,LSTM-QLIKE,model,39154c5bfb2210721c28e7716c7acc5f990847c39db88264499a66f31ee1f59b,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/features_lstm_qlike.txt
outputs/models/lstm_tuned/imputer_hybrid_logtarget.pkl,Hybrid-LogTarget,model,c88eb08ace5c8d090689dd51b1fe875ccba227cec2136705a7592e601a7d2cac,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/imputer_hybrid_logtarget.pkl
outputs/models/lstm_tuned/imputer_hybrid_logtarget_small.pkl,Hybrid-LogTarget-Small,model,c88eb08ace5c8d090689dd51b1fe875ccba227cec2136705a7592e601a7d2cac,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/imputer_hybrid_logtarget_small.pkl
outputs/models/lstm_tuned/imputer_hybrid_qlike.pkl,Hybrid-QLIKE,model,c88eb08ace5c8d090689dd51b1fe875ccba227cec2136705a7592e601a7d2cac,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/imputer_hybrid_qlike.pkl
outputs/models/lstm_tuned/imputer_lstm_logtarget.pkl,LSTM-LogTarget,model,b2257c6f4c8a1c058fab770f531bfb4b8fc5a1845d3c6eb0f2599cac5bdf8385,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/imputer_lstm_logtarget.pkl
outputs/models/lstm_tuned/imputer_lstm_logtarget_small.pkl,LSTM-LogTarget-Small,model,b2257c6f4c8a1c058fab770f531bfb4b8fc5a1845d3c6eb0f2599cac5bdf8385,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/imputer_lstm_logtarget_small.pkl
outputs/models/lstm_tuned/imputer_lstm_qlike.pkl,LSTM-QLIKE,model,b2257c6f4c8a1c058fab770f531bfb4b8fc5a1845d3c6eb0f2599cac5bdf8385,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/imputer_lstm_qlike.pkl
outputs/models/lstm_tuned/model_hybrid_logtarget.keras,Hybrid-LogTarget,model,8674f8c4a3a6734ce76c605f252d81f1b94d02b0c1cdf3ef5fb0ba9bc489041d,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/model_hybrid_logtarget.keras
outputs/models/lstm_tuned/model_hybrid_logtarget_small.keras,Hybrid-LogTarget-Small,model,01a91181ab76a0c58960ff530eb6cdd62188a51b6764acd9983ae0007f3f32a3,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/model_hybrid_logtarget_small.keras
outputs/models/lstm_tuned/model_hybrid_qlike.keras,Hybrid-QLIKE,model,eb6033d473ba94d1c4d9d0251ddbee3c1c5d06104c5476a4e0d5fd5e5266df1b,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/model_hybrid_qlike.keras
outputs/models/lstm_tuned/model_lstm_logtarget.keras,LSTM-LogTarget,model,b648ca172b3672d30adbb4d28ed6f87cd66e0f1ccef7c05bf8f0af9ae040fea5,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/model_lstm_logtarget.keras
outputs/models/lstm_tuned/model_lstm_logtarget_small.keras,LSTM-LogTarget-Small,model,a54aea2490807570475ca9cdcbf7d72f7764e200a70651a12afa86469f97ee42,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/model_lstm_logtarget_small.keras
outputs/models/lstm_tuned/model_lstm_qlike.keras,LSTM-QLIKE,model,3864a9b351e2cde5b1a686f4261ef9a17ef2260afd58f2a15c71bc257c7f6455,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/model_lstm_qlike.keras
outputs/models/lstm_tuned/scaler_hybrid_logtarget.pkl,Hybrid-LogTarget,model,a4a2b47a2a188194e2a4259a5d1e4a792dbc9e37b1997e0771a44b66ed59d682,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/scaler_hybrid_logtarget.pkl
outputs/models/lstm_tuned/scaler_hybrid_logtarget_small.pkl,Hybrid-LogTarget-Small,model,a4a2b47a2a188194e2a4259a5d1e4a792dbc9e37b1997e0771a44b66ed59d682,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/scaler_hybrid_logtarget_small.pkl
outputs/models/lstm_tuned/scaler_hybrid_qlike.pkl,Hybrid-QLIKE,model,a4a2b47a2a188194e2a4259a5d1e4a792dbc9e37b1997e0771a44b66ed59d682,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/scaler_hybrid_qlike.pkl
outputs/models/lstm_tuned/scaler_lstm_logtarget.pkl,LSTM-LogTarget,model,7733f8b1b3e69a488b2728959f258548d9b9f6c7840cf294513b46092ee968ac,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/scaler_lstm_logtarget.pkl
outputs/models/lstm_tuned/scaler_lstm_logtarget_small.pkl,LSTM-LogTarget-Small,model,7733f8b1b3e69a488b2728959f258548d9b9f6c7840cf294513b46092ee968ac,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/scaler_lstm_logtarget_small.pkl
outputs/models/lstm_tuned/scaler_lstm_qlike.pkl,LSTM-QLIKE,model,7733f8b1b3e69a488b2728959f258548d9b9f6c7840cf294513b46092ee968ac,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/scaler_lstm_qlike.pkl
outputs/predictions/lstm_tuned/pred_hybrid_logtarget.csv,Hybrid-LogTarget,prediction,160531269e6ce86c8e0616a85f74c1045a2cdae12649764e5229636a07644d36,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/pred_hybrid_logtarget.csv
outputs/predictions/lstm_tuned/pred_hybrid_logtarget_small.csv,Hybrid-LogTarget-Small,prediction,f2df8b0284d39deb9cf4c93b46c87432846ff7ed9d1b804b7f9331046177238f,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/pred_hybrid_logtarget_small.csv
outputs/predictions/lstm_tuned/pred_hybrid_qlike.csv,Hybrid-QLIKE,prediction,298b97c09bc70e23eba8b02be342c236d361ac21591953ba6ec4a8921134429a,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,True,outputs/neural_legacy_pre_context_fix/pred_hybrid_qlike.csv
outputs/predictions/lstm_tuned/pred_lstm_logtarget.csv,LSTM-LogTarget,prediction,c48cb87f5f08108f519ab6c4614f28b2c360ccb488838d518bd30c36f99bc1bb,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/pred_lstm_logtarget.csv
outputs/predictions/lstm_tuned/pred_lstm_logtarget_small.csv,LSTM-LogTarget-Small,prediction,fa91ebb8905577cf879dc1987d9daa909aa915e0e96604e77d6bc9d6bbc5dce5,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/pred_lstm_logtarget_small.csv
outputs/predictions/lstm_tuned/pred_lstm_qlike.csv,LSTM-QLIKE,prediction,ffad44154476a4e998abe469275fddaf745a0b2ddec8b66343d0af8fa71ab747,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,False,outputs/neural_legacy_pre_context_fix/pred_lstm_qlike.csv
outputs/predictions/pred_lstm_base.csv,LSTM,prediction,64efddc8d0c8e7b326b0725d3cac655c28b444367ff470b64582222e59a193dd,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,True,outputs/neural_legacy_pre_context_fix/pred_lstm_base.csv
outputs/predictions/pred_lstm_hybrid.csv,ARIMA-GARCH-LSTM,prediction,15ece42ff189223ff645410831b6f756701e15c67475f6e6252c92b6f71f1dfc,current code has corrected context-aware sequence construction; artifact predates correction per verified project note,pre_context_fix_legacy_artifact,seed/config not fully recoverable from artifact; default scripts use seed 42 where documented,True,outputs/neural_legacy_pre_context_fix/pred_lstm_hybrid.csv
